,gene,gene_link,number_of_families,novel_gene,phenotype_class,report_link
829,IL1R1,https://mygene2.org/MyGene2/variantsbygene?gene=IL1R1,1,,,
830,IL1R2,https://mygene2.org/MyGene2/variantsbygene?gene=IL1R2,1,,,
831,INF2,https://mygene2.org/MyGene2/variantsbygene?gene=INF2,1,,,
832,INPP5E,https://mygene2.org/MyGene2/variantsbygene?gene=INPP5E,1,N,"Explained, known phenotype",https://mygene2.org/MyGene2/matchreport?q=INPP5E
833,INTS6L,https://mygene2.org/MyGene2/variantsbygene?gene=INTS6L,1,,,
834,INTU,https://mygene2.org/MyGene2/variantsbygene?gene=INTU,1,,,
835,IPO11,https://mygene2.org/MyGene2/variantsbygene?gene=IPO11,1,,,
836,IPO9,https://mygene2.org/MyGene2/variantsbygene?gene=IPO9,1,,,
837,IREB2,https://mygene2.org/MyGene2/variantsbygene?gene=IREB2,1,,,
838,IRF2BPL,https://mygene2.org/MyGene2/variantsbygene?gene=IRF2BPL,1,,,
839,ITGA2,https://mygene2.org/MyGene2/variantsbygene?gene=ITGA2,1,,,
840,ITGA2B,https://mygene2.org/MyGene2/variantsbygene?gene=ITGA2B,1,,,
841,ITGA5,https://mygene2.org/MyGene2/variantsbygene?gene=ITGA5,1,,,
842,ITGAV,https://mygene2.org/MyGene2/variantsbygene?gene=ITGAV,1,,,
843,ITGB4,https://mygene2.org/MyGene2/variantsbygene?gene=ITGB4,1,,,
844,ITGB5,https://mygene2.org/MyGene2/variantsbygene?gene=ITGB5,1,,,
845,ITGB6,https://mygene2.org/MyGene2/variantsbygene?gene=ITGB6,1,,,
846,ITIH5,https://mygene2.org/MyGene2/variantsbygene?gene=ITIH5,1,,,
847,ITPKC,https://mygene2.org/MyGene2/variantsbygene?gene=ITPKC,1,,,
848,ITPR1,https://mygene2.org/MyGene2/variantsbygene?gene=ITPR1,1,,,
849,ITPR2,https://mygene2.org/MyGene2/variantsbygene?gene=ITPR2,1,,,
850,ITSN1,https://mygene2.org/MyGene2/variantsbygene?gene=ITSN1,1,,,
851,IVNS1ABP,https://mygene2.org/MyGene2/variantsbygene?gene=IVNS1ABP,1,,,
852,KANSL1,https://mygene2.org/MyGene2/variantsbygene?gene=KANSL1,1,,,
853,KANSL3,https://mygene2.org/MyGene2/variantsbygene?gene=KANSL3,1,,,
854,KARS,https://mygene2.org/MyGene2/variantsbygene?gene=KARS,1,,,
855,KAT6B,https://mygene2.org/MyGene2/variantsbygene?gene=KAT6B,1,,,
856,KCNA2,https://mygene2.org/MyGene2/variantsbygene?gene=KCNA2,1,,,
857,KCND3,https://mygene2.org/MyGene2/variantsbygene?gene=KCND3,1,,,
858,KCNE1,https://mygene2.org/MyGene2/variantsbygene?gene=KCNE1,1,,,
859,KCNH2,https://mygene2.org/MyGene2/variantsbygene?gene=KCNH2,1,,,
860,KCNH7,https://mygene2.org/MyGene2/variantsbygene?gene=KCNH7,1,,,
861,KCNJ10,https://mygene2.org/MyGene2/variantsbygene?gene=KCNJ10,1,,,
862,KCNMA1,https://mygene2.org/MyGene2/variantsbygene?gene=KCNMA1,1,,,
863,KCNN2,https://mygene2.org/MyGene2/variantsbygene?gene=KCNN2,1,,,
864,KCNN3,https://mygene2.org/MyGene2/variantsbygene?gene=KCNN3,1,,,
865,KCNT1,https://mygene2.org/MyGene2/variantsbygene?gene=KCNT1,1,,,
866,KCNV2,https://mygene2.org/MyGene2/variantsbygene?gene=KCNV2,1,,,
867,KCTD16,https://mygene2.org/MyGene2/variantsbygene?gene=KCTD16,1,,,
868,KCTD2,https://mygene2.org/MyGene2/variantsbygene?gene=KCTD2,1,,,
869,KDM2A,https://mygene2.org/MyGene2/variantsbygene?gene=KDM2A,1,,,
870,KDM3B,https://mygene2.org/MyGene2/variantsbygene?gene=KDM3B,1,,,
871,KDM4B,https://mygene2.org/MyGene2/variantsbygene?gene=KDM4B,1,,,
872,KDM6B,https://mygene2.org/MyGene2/variantsbygene?gene=KDM6B,1,Y,Novel phenotype,https://mygene2.org/MyGene2/matchreport?q=KDM6B
873,KIAA0141,https://mygene2.org/MyGene2/variantsbygene?gene=KIAA0141,1,,,
874,KIAA0556,https://mygene2.org/MyGene2/variantsbygene?gene=KIAA0556,1,,,
875,KIAA0586,https://mygene2.org/MyGene2/variantsbygene?gene=KIAA0586,1,,,
876,KIAA0825,https://mygene2.org/MyGene2/variantsbygene?gene=KIAA0825,1,,,
877,KIAA0930,https://mygene2.org/MyGene2/variantsbygene?gene=KIAA0930,1,,,
878,KIAA1109,https://mygene2.org/MyGene2/variantsbygene?gene=KIAA1109,1,,,
879,KIAA1210,https://mygene2.org/MyGene2/variantsbygene?gene=KIAA1210,1,,,
880,KIF11,https://mygene2.org/MyGene2/variantsbygene?gene=KIF11,1,,,
881,KIF12,https://mygene2.org/MyGene2/variantsbygene?gene=KIF12,1,,,
882,KIF13B,https://mygene2.org/MyGene2/variantsbygene?gene=KIF13B,1,,,
883,KIF1B,https://mygene2.org/MyGene2/variantsbygene?gene=KIF1B,1,,,
884,KIF25,https://mygene2.org/MyGene2/variantsbygene?gene=KIF25,1,,,
885,KIF26A,https://mygene2.org/MyGene2/variantsbygene?gene=KIF26A,1,,,
886,KIF5C,https://mygene2.org/MyGene2/variantsbygene?gene=KIF5C,1,,,
887,KLB,https://mygene2.org/MyGene2/variantsbygene?gene=KLB,1,,,
888,KLC4,https://mygene2.org/MyGene2/variantsbygene?gene=KLC4,1,,,
889,KLF6,https://mygene2.org/MyGene2/variantsbygene?gene=KLF6,1,,,
890,KLHDC7A,https://mygene2.org/MyGene2/variantsbygene?gene=KLHDC7A,1,,,
891,KLHL14,https://mygene2.org/MyGene2/variantsbygene?gene=KLHL14,1,,,
892,KLHL20,https://mygene2.org/MyGene2/variantsbygene?gene=KLHL20,1,,,
893,KLHL33,https://mygene2.org/MyGene2/variantsbygene?gene=KLHL33,1,,,
894,KRAS,https://mygene2.org/MyGene2/variantsbygene?gene=KRAS,1,,,
895,KRT1,https://mygene2.org/MyGene2/variantsbygene?gene=KRT1,1,,,
896,KRT25,https://mygene2.org/MyGene2/variantsbygene?gene=KRT25,1,,,
897,KRT8,https://mygene2.org/MyGene2/variantsbygene?gene=KRT8,1,,,
898,KSR2,https://mygene2.org/MyGene2/variantsbygene?gene=KSR2,1,,,
899,L1CAM,https://mygene2.org/MyGene2/variantsbygene?gene=L1CAM,1,,,
900,LACE1,https://mygene2.org/MyGene2/variantsbygene?gene=LACE1,1,,,
901,LAMA1,https://mygene2.org/MyGene2/variantsbygene?gene=LAMA1,1,,,
902,LAMA3,https://mygene2.org/MyGene2/variantsbygene?gene=LAMA3,1,,,
903,LAMB1,https://mygene2.org/MyGene2/variantsbygene?gene=LAMB1,1,,,
904,LAMP2,https://mygene2.org/MyGene2/variantsbygene?gene=LAMP2,1,,,
905,LAMTOR4,https://mygene2.org/MyGene2/variantsbygene?gene=LAMTOR4,1,,,
906,LARP4B,https://mygene2.org/MyGene2/variantsbygene?gene=LARP4B,1,,,
907,LATS2,https://mygene2.org/MyGene2/variantsbygene?gene=LATS2,1,,,
908,LBR,https://mygene2.org/MyGene2/variantsbygene?gene=LBR,1,,,
909,LDC729080,https://mygene2.org/MyGene2/variantsbygene?gene=LDC729080,1,,,
910,LEMD3,https://mygene2.org/MyGene2/variantsbygene?gene=LEMD3,1,,,
911,LENG8,https://mygene2.org/MyGene2/variantsbygene?gene=LENG8,1,,,
912,LGR6,https://mygene2.org/MyGene2/variantsbygene?gene=LGR6,1,,,
913,LLGL1,https://mygene2.org/MyGene2/variantsbygene?gene=LLGL1,1,,,
914,LMNA,https://mygene2.org/MyGene2/variantsbygene?gene=LMNA,1,,,
915,LOC100289361,https://mygene2.org/MyGene2/variantsbygene?gene=LOC100289361,1,,,
916,LOC100507389,https://mygene2.org/MyGene2/variantsbygene?gene=LOC100507389,1,,,
917,LOC81691,https://mygene2.org/MyGene2/variantsbygene?gene=LOC81691,1,,,
918,LOX,https://mygene2.org/MyGene2/variantsbygene?gene=LOX,1,,,
919,LOXHD1,https://mygene2.org/MyGene2/variantsbygene?gene=LOXHD1,1,,,
920,LRP1,https://mygene2.org/MyGene2/variantsbygene?gene=LRP1,1,,,
921,LRP4,https://mygene2.org/MyGene2/variantsbygene?gene=LRP4,1,,,
922,LRP5,https://mygene2.org/MyGene2/variantsbygene?gene=LRP5,1,,,
923,LRRK2,https://mygene2.org/MyGene2/variantsbygene?gene=LRRK2,1,,,
924,LSR,https://mygene2.org/MyGene2/variantsbygene?gene=LSR,1,,,
925,LUC7L,https://mygene2.org/MyGene2/variantsbygene?gene=LUC7L,1,,,
926,LYPLA2,https://mygene2.org/MyGene2/variantsbygene?gene=LYPLA2,1,,,
927,LYST,https://mygene2.org/MyGene2/variantsbygene?gene=LYST,1,,,
928,LZTR1,https://mygene2.org/MyGene2/variantsbygene?gene=LZTR1,1,,,
929,MAF,https://mygene2.org/MyGene2/variantsbygene?gene=MAF,1,,,
930,MAP1S,https://mygene2.org/MyGene2/variantsbygene?gene=MAP1S,1,,,
931,MAP2K1,https://mygene2.org/MyGene2/variantsbygene?gene=MAP2K1,1,,,
932,MAP3K15,https://mygene2.org/MyGene2/variantsbygene?gene=MAP3K15,1,,,
933,MAP3K7,https://mygene2.org/MyGene2/variantsbygene?gene=MAP3K7,1,,,
934,MAP3K9,https://mygene2.org/MyGene2/variantsbygene?gene=MAP3K9,1,,,
935,MAP4K4,https://mygene2.org/MyGene2/variantsbygene?gene=MAP4K4,1,,,
936,MAPK8IP3,https://mygene2.org/MyGene2/variantsbygene?gene=MAPK8IP3,1,,,
937,MARCH7,https://mygene2.org/MyGene2/variantsbygene?gene=MARCH7,1,,,
938,MAST3,https://mygene2.org/MyGene2/variantsbygene?gene=MAST3,1,,,
939,MBD1,https://mygene2.org/MyGene2/variantsbygene?gene=MBD1,1,,,
940,MBD6,https://mygene2.org/MyGene2/variantsbygene?gene=MBD6,1,,,
941,MBNL2,https://mygene2.org/MyGene2/variantsbygene?gene=MBNL2,1,,,
942,MBTPS1,https://mygene2.org/MyGene2/variantsbygene?gene=MBTPS1,1,,,
943,MCF2L2,https://mygene2.org/MyGene2/variantsbygene?gene=MCF2L2,1,,,
944,MCHR2,https://mygene2.org/MyGene2/variantsbygene?gene=MCHR2,1,,,
945,MED13,https://mygene2.org/MyGene2/variantsbygene?gene=MED13,1,,,
946,MED13L,https://mygene2.org/MyGene2/variantsbygene?gene=MED13L,1,,,
947,MED14,https://mygene2.org/MyGene2/variantsbygene?gene=MED14,1,,,
948,MED16,https://mygene2.org/MyGene2/variantsbygene?gene=MED16,1,,,
949,MEGF10,https://mygene2.org/MyGene2/variantsbygene?gene=MEGF10,1,,,
950,MEGF6,https://mygene2.org/MyGene2/variantsbygene?gene=MEGF6,1,,,
951,MEGF9,https://mygene2.org/MyGene2/variantsbygene?gene=MEGF9,1,,,
952,METAZOA_SRP,https://mygene2.org/MyGene2/variantsbygene?gene=METAZOA_SRP,1,,,
953,METTL5,https://mygene2.org/MyGene2/variantsbygene?gene=METTL5,1,,,
954,MEX3C,https://mygene2.org/MyGene2/variantsbygene?gene=MEX3C,1,,,
955,MFAP4,https://mygene2.org/MyGene2/variantsbygene?gene=MFAP4,1,,,
956,MFN2,https://mygene2.org/MyGene2/variantsbygene?gene=MFN2,1,,,
957,MGA,https://mygene2.org/MyGene2/variantsbygene?gene=MGA,1,,,
958,MICAL2,https://mygene2.org/MyGene2/variantsbygene?gene=MICAL2,1,,,
959,MID1,https://mygene2.org/MyGene2/variantsbygene?gene=MID1,1,,,
960,MIF4GD,https://mygene2.org/MyGene2/variantsbygene?gene=MIF4GD,1,,,
961,MIR186,https://mygene2.org/MyGene2/variantsbygene?gene=MIR186,1,,,
962,MIR5197,https://mygene2.org/MyGene2/variantsbygene?gene=MIR5197,1,,,
963,MIR633,https://mygene2.org/MyGene2/variantsbygene?gene=MIR633,1,,,
964,MITF,https://mygene2.org/MyGene2/variantsbygene?gene=MITF,1,,,
965,MKL1,https://mygene2.org/MyGene2/variantsbygene?gene=MKL1,1,,,
966,MLH1,https://mygene2.org/MyGene2/variantsbygene?gene=MLH1,1,,,
967,MMACHC,https://mygene2.org/MyGene2/variantsbygene?gene=MMACHC,1,,,
968,MMP13,https://mygene2.org/MyGene2/variantsbygene?gene=MMP13,1,,,
969,MOCOS,https://mygene2.org/MyGene2/variantsbygene?gene=MOCOS,1,,,
970,MOCS2,https://mygene2.org/MyGene2/variantsbygene?gene=MOCS2,1,,,
971,MOGAT1,https://mygene2.org/MyGene2/variantsbygene?gene=MOGAT1,1,,,
972,MOGS,https://mygene2.org/MyGene2/variantsbygene?gene=MOGS,1,,,
973,MORC2,https://mygene2.org/MyGene2/variantsbygene?gene=MORC2,1,,,
974,MORN3,https://mygene2.org/MyGene2/variantsbygene?gene=MORN3,1,,,
975,MPI,https://mygene2.org/MyGene2/variantsbygene?gene=MPI,1,,,
976,MPLKIP,https://mygene2.org/MyGene2/variantsbygene?gene=MPLKIP,1,,,
977,MPP3,https://mygene2.org/MyGene2/variantsbygene?gene=MPP3,1,,,
978,MRPL58,https://mygene2.org/MyGene2/variantsbygene?gene=MRPL58,1,,,
979,MRPS7,https://mygene2.org/MyGene2/variantsbygene?gene=MRPS7,1,,,
980,MSL2,https://mygene2.org/MyGene2/variantsbygene?gene=MSL2,1,,,
981,MT-CO1,https://mygene2.org/MyGene2/variantsbygene?gene=MT-CO1,1,,,
982,MT-CO2,https://mygene2.org/MyGene2/variantsbygene?gene=MT-CO2,1,,,
983,MTERF4,https://mygene2.org/MyGene2/variantsbygene?gene=MTERF4,1,,,
984,MT-ND5,https://mygene2.org/MyGene2/variantsbygene?gene=MT-ND5,1,,,
985,MTPAP,https://mygene2.org/MyGene2/variantsbygene?gene=MTPAP,1,,,
986,MUC16,https://mygene2.org/MyGene2/variantsbygene?gene=MUC16,1,,,
987,MUC6,https://mygene2.org/MyGene2/variantsbygene?gene=MUC6,1,,,
988,MVD,https://mygene2.org/MyGene2/variantsbygene?gene=MVD,1,,,
989,MYB,https://mygene2.org/MyGene2/variantsbygene?gene=MYB,1,,,
990,MYH6,https://mygene2.org/MyGene2/variantsbygene?gene=MYH6,1,,,
991,MYLK4,https://mygene2.org/MyGene2/variantsbygene?gene=MYLK4,1,,,
992,MYO15A,https://mygene2.org/MyGene2/variantsbygene?gene=MYO15A,1,,,
993,MYOM1,https://mygene2.org/MyGene2/variantsbygene?gene=MYOM1,1,,,
994,MYOM2,https://mygene2.org/MyGene2/variantsbygene?gene=MYOM2,1,,,
995,MYT1,https://mygene2.org/MyGene2/variantsbygene?gene=MYT1,1,,,
996,N4BP1,https://mygene2.org/MyGene2/variantsbygene?gene=N4BP1,1,,,
997,NAA15,https://mygene2.org/MyGene2/variantsbygene?gene=NAA15,1,,,
998,NAA60,https://mygene2.org/MyGene2/variantsbygene?gene=NAA60,1,,,
999,NAALADL2,https://mygene2.org/MyGene2/variantsbygene?gene=NAALADL2,1,,,
1000,NAGA,https://mygene2.org/MyGene2/variantsbygene?gene=NAGA,1,,,
1001,NAGLU,https://mygene2.org/MyGene2/variantsbygene?gene=NAGLU,1,,,
1002,NAP1L5,https://mygene2.org/MyGene2/variantsbygene?gene=NAP1L5,1,,,
1003,NBEA,https://mygene2.org/MyGene2/variantsbygene?gene=NBEA,1,,,
1004,NBPF9,https://mygene2.org/MyGene2/variantsbygene?gene=NBPF9,1,,,
1005,NCAPG2,https://mygene2.org/MyGene2/variantsbygene?gene=NCAPG2,1,,,
1006,NCAPH2,https://mygene2.org/MyGene2/variantsbygene?gene=NCAPH2,1,,,
1007,NCOA5,https://mygene2.org/MyGene2/variantsbygene?gene=NCOA5,1,,,
1008,NCOR1,https://mygene2.org/MyGene2/variantsbygene?gene=NCOR1,1,,,
1009,NCOR2,https://mygene2.org/MyGene2/variantsbygene?gene=NCOR2,1,,,
1010,ND5,https://mygene2.org/MyGene2/variantsbygene?gene=ND5,1,,,
1011,NDE1,https://mygene2.org/MyGene2/variantsbygene?gene=NDE1,1,,,
1012,NDFIP1,https://mygene2.org/MyGene2/variantsbygene?gene=NDFIP1,1,,,
1013,NDUFA1,https://mygene2.org/MyGene2/variantsbygene?gene=NDUFA1,1,,,
1014,NDUFA10,https://mygene2.org/MyGene2/variantsbygene?gene=NDUFA10,1,,,
1015,NDUFA9,https://mygene2.org/MyGene2/variantsbygene?gene=NDUFA9,1,,,
1016,NDUFAF5,https://mygene2.org/MyGene2/variantsbygene?gene=NDUFAF5,1,,,
1017,NDUFB1,https://mygene2.org/MyGene2/variantsbygene?gene=NDUFB1,1,,,
1018,NEDD4L,https://mygene2.org/MyGene2/variantsbygene?gene=NEDD4L,1,,,
1019,NEK3,https://mygene2.org/MyGene2/variantsbygene?gene=NEK3,1,,,
1020,NETO1,https://mygene2.org/MyGene2/variantsbygene?gene=NETO1,1,,,
1021,NEUROD2,https://mygene2.org/MyGene2/variantsbygene?gene=NEUROD2,1,,,
1022,NF1,https://mygene2.org/MyGene2/variantsbygene?gene=NF1,1,,,
1023,NF2,https://mygene2.org/MyGene2/variantsbygene?gene=NF2,1,,,
1024,NFAT5,https://mygene2.org/MyGene2/variantsbygene?gene=NFAT5,1,,,
1025,NFS1,https://mygene2.org/MyGene2/variantsbygene?gene=NFS1,1,,,
1026,NGDN,https://mygene2.org/MyGene2/variantsbygene?gene=NGDN,1,,,
1027,NGLY1,https://mygene2.org/MyGene2/variantsbygene?gene=NGLY1,1,,,
1028,NIPBL,https://mygene2.org/MyGene2/variantsbygene?gene=NIPBL,1,,,
1029,NLGN4X,https://mygene2.org/MyGene2/variantsbygene?gene=NLGN4X,1,,,
1030,NLRP7,https://mygene2.org/MyGene2/variantsbygene?gene=NLRP7,1,,,
1031,NMNAT2,https://mygene2.org/MyGene2/variantsbygene?gene=NMNAT2,1,,,
1032,NONO,https://mygene2.org/MyGene2/variantsbygene?gene=NONO,1,,,
1033,NOTCH2,https://mygene2.org/MyGene2/variantsbygene?gene=NOTCH2,1,,,
1034,NOTCH3,https://mygene2.org/MyGene2/variantsbygene?gene=NOTCH3,1,,,
1035,NPAS2,https://mygene2.org/MyGene2/variantsbygene?gene=NPAS2,1,,,
1036,NPAT,https://mygene2.org/MyGene2/variantsbygene?gene=NPAT,1,,,
1037,NPC1,https://mygene2.org/MyGene2/variantsbygene?gene=NPC1,1,,,
1038,NPPA,https://mygene2.org/MyGene2/variantsbygene?gene=NPPA,1,,,
1039,NPTX2,https://mygene2.org/MyGene2/variantsbygene?gene=NPTX2,1,,,
1040,NR3C1,https://mygene2.org/MyGene2/variantsbygene?gene=NR3C1,1,,,
1041,NRCAM,https://mygene2.org/MyGene2/variantsbygene?gene=NRCAM,1,,,
1042,NRDC,https://mygene2.org/MyGene2/variantsbygene?gene=NRDC,1,,,
1043,NRP2,https://mygene2.org/MyGene2/variantsbygene?gene=NRP2,1,,,
1044,NRSN1,https://mygene2.org/MyGene2/variantsbygene?gene=NRSN1,1,,,
1045,NT5C,https://mygene2.org/MyGene2/variantsbygene?gene=NT5C,1,,,
1046,NTRK1,https://mygene2.org/MyGene2/variantsbygene?gene=NTRK1,1,,,
1047,NUDT2,https://mygene2.org/MyGene2/variantsbygene?gene=NUDT2,1,,,
1048,NUF2,https://mygene2.org/MyGene2/variantsbygene?gene=NUF2,1,,,
1049,NUFIP2,https://mygene2.org/MyGene2/variantsbygene?gene=NUFIP2,1,,,
1050,NUMBL,https://mygene2.org/MyGene2/variantsbygene?gene=NUMBL,1,,,
1051,NUP188,https://mygene2.org/MyGene2/variantsbygene?gene=NUP188,1,,,
1052,NUP205,https://mygene2.org/MyGene2/variantsbygene?gene=NUP205,1,,,
1053,NUP85,https://mygene2.org/MyGene2/variantsbygene?gene=NUP85,1,,,
1054,NUP98,https://mygene2.org/MyGene2/variantsbygene?gene=NUP98,1,,,
1055,OBSCN,https://mygene2.org/MyGene2/variantsbygene?gene=OBSCN,1,,,
1056,OCLN,https://mygene2.org/MyGene2/variantsbygene?gene=OCLN,1,,,
1057,ODC1,https://mygene2.org/MyGene2/variantsbygene?gene=ODC1,1,,,
1058,OIT3,https://mygene2.org/MyGene2/variantsbygene?gene=OIT3,1,,,
1059,OPTN,https://mygene2.org/MyGene2/variantsbygene?gene=OPTN,1,,,
1060,OTC,https://mygene2.org/MyGene2/variantsbygene?gene=OTC,1,,,
1061,OTOP2,https://mygene2.org/MyGene2/variantsbygene?gene=OTOP2,1,,,
1062,OTOP3,https://mygene2.org/MyGene2/variantsbygene?gene=OTOP3,1,,,
1063,OTP,https://mygene2.org/MyGene2/variantsbygene?gene=OTP,1,,,
1064,P2RX1,https://mygene2.org/MyGene2/variantsbygene?gene=P2RX1,1,,,
1065,P2RY6,https://mygene2.org/MyGene2/variantsbygene?gene=P2RY6,1,,,
1066,P4HA1,https://mygene2.org/MyGene2/variantsbygene?gene=P4HA1,1,,,
1067,PADI2,https://mygene2.org/MyGene2/variantsbygene?gene=PADI2,1,,,
1068,PAH,https://mygene2.org/MyGene2/variantsbygene?gene=PAH,1,,,
1069,PAPOLG,https://mygene2.org/MyGene2/variantsbygene?gene=PAPOLG,1,,,
1070,PAQR9,https://mygene2.org/MyGene2/variantsbygene?gene=PAQR9,1,,,
1071,PARD3,https://mygene2.org/MyGene2/variantsbygene?gene=PARD3,1,,,
1072,PATL1,https://mygene2.org/MyGene2/variantsbygene?gene=PATL1,1,,,
1073,PAX7,https://mygene2.org/MyGene2/variantsbygene?gene=PAX7,1,,,
1074,PC,https://mygene2.org/MyGene2/variantsbygene?gene=PC,1,,,
1075,PCCB,https://mygene2.org/MyGene2/variantsbygene?gene=PCCB,1,,,
1076,PCDH12,https://mygene2.org/MyGene2/variantsbygene?gene=PCDH12,1,,,
1077,PCDH15,https://mygene2.org/MyGene2/variantsbygene?gene=PCDH15,1,,,
1078,PCDHA7,https://mygene2.org/MyGene2/variantsbygene?gene=PCDHA7,1,,,
1079,PCDHB4,https://mygene2.org/MyGene2/variantsbygene?gene=PCDHB4,1,,,
1080,PCDHGA7,https://mygene2.org/MyGene2/variantsbygene?gene=PCDHGA7,1,,,
1081,PCLO,https://mygene2.org/MyGene2/variantsbygene?gene=PCLO,1,,,
1082,PCNX3,https://mygene2.org/MyGene2/variantsbygene?gene=PCNX3,1,,,
1083,PCOLCE2,https://mygene2.org/MyGene2/variantsbygene?gene=PCOLCE2,1,,,
1084,PDE4DIP,https://mygene2.org/MyGene2/variantsbygene?gene=PDE4DIP,1,,,
1085,PDGFRA,https://mygene2.org/MyGene2/variantsbygene?gene=PDGFRA,1,,,
1086,PDHX,https://mygene2.org/MyGene2/variantsbygene?gene=PDHX,1,,,
1087,PDXK,https://mygene2.org/MyGene2/variantsbygene?gene=PDXK,1,,,
1088,PEX1,https://mygene2.org/MyGene2/variantsbygene?gene=PEX1,1,,,
1089,PGAM4,https://mygene2.org/MyGene2/variantsbygene?gene=PGAM4,1,,,
1090,PGAP2,https://mygene2.org/MyGene2/variantsbygene?gene=PGAP2,1,,,
1091,PHEX,https://mygene2.org/MyGene2/variantsbygene?gene=PHEX,1,,,
1092,PHGDH,https://mygene2.org/MyGene2/variantsbygene?gene=PHGDH,1,,,
1093,PHKA1,https://mygene2.org/MyGene2/variantsbygene?gene=PHKA1,1,,,
1094,PHLDA3,https://mygene2.org/MyGene2/variantsbygene?gene=PHLDA3,1,,,
1095,PHLPP1,https://mygene2.org/MyGene2/variantsbygene?gene=PHLPP1,1,,,
1096,PHYH,https://mygene2.org/MyGene2/variantsbygene?gene=PHYH,1,,,
1097,PI16,https://mygene2.org/MyGene2/variantsbygene?gene=PI16,1,,,
1098,PIBF1,https://mygene2.org/MyGene2/variantsbygene?gene=PIBF1,1,,,
1099,PIEZO1,https://mygene2.org/MyGene2/variantsbygene?gene=PIEZO1,1,,,
1100,PIGA,https://mygene2.org/MyGene2/variantsbygene?gene=PIGA,1,,,
1101,PIGC,https://mygene2.org/MyGene2/variantsbygene?gene=PIGC,1,,,
1102,PIGF,https://mygene2.org/MyGene2/variantsbygene?gene=PIGF,1,,,
1103,PIGH,https://mygene2.org/MyGene2/variantsbygene?gene=PIGH,1,,,
1104,PIGK,https://mygene2.org/MyGene2/variantsbygene?gene=PIGK,1,,,
1105,PIGN,https://mygene2.org/MyGene2/variantsbygene?gene=PIGN,1,,,
1106,PIGP,https://mygene2.org/MyGene2/variantsbygene?gene=PIGP,1,,,
1107,PIGT,https://mygene2.org/MyGene2/variantsbygene?gene=PIGT,1,,,
1108,PIGU,https://mygene2.org/MyGene2/variantsbygene?gene=PIGU,1,,,
1109,PIGX,https://mygene2.org/MyGene2/variantsbygene?gene=PIGX,1,,,
1110,PIGZ,https://mygene2.org/MyGene2/variantsbygene?gene=PIGZ,1,,,
1111,PIK3C2A,https://mygene2.org/MyGene2/variantsbygene?gene=PIK3C2A,1,,,
1112,PIK3C2B,https://mygene2.org/MyGene2/variantsbygene?gene=PIK3C2B,1,,,
1113,PIK3C3,https://mygene2.org/MyGene2/variantsbygene?gene=PIK3C3,1,,,
1114,PIK3CA,https://mygene2.org/MyGene2/variantsbygene?gene=PIK3CA,1,,,
1115,PIK3R2,https://mygene2.org/MyGene2/variantsbygene?gene=PIK3R2,1,,,
1116,PIK3R3,https://mygene2.org/MyGene2/variantsbygene?gene=PIK3R3,1,,,
1117,PIK3R4,https://mygene2.org/MyGene2/variantsbygene?gene=PIK3R4,1,,,
1118,PIP5K1B,https://mygene2.org/MyGene2/variantsbygene?gene=PIP5K1B,1,,,
1119,PITX1,https://mygene2.org/MyGene2/variantsbygene?gene=PITX1,1,,,
1120,PITX2,https://mygene2.org/MyGene2/variantsbygene?gene=PITX2,1,,,
1121,PLCH2,https://mygene2.org/MyGene2/variantsbygene?gene=PLCH2,1,,,
1122,PLCL2,https://mygene2.org/MyGene2/variantsbygene?gene=PLCL2,1,,,
1123,PLEKHG1,https://mygene2.org/MyGene2/variantsbygene?gene=PLEKHG1,1,,,
1124,PLEKHO2,https://mygene2.org/MyGene2/variantsbygene?gene=PLEKHO2,1,,,
1125,PLK2,https://mygene2.org/MyGene2/variantsbygene?gene=PLK2,1,,,
1126,PLP1,https://mygene2.org/MyGene2/variantsbygene?gene=PLP1,1,,,
1127,PLXND1,https://mygene2.org/MyGene2/variantsbygene?gene=PLXND1,1,,,
1128,PNISR,https://mygene2.org/MyGene2/variantsbygene?gene=PNISR,1,,,
1129,PNPLA4,https://mygene2.org/MyGene2/variantsbygene?gene=PNPLA4,1,,,
1130,POLR1A,https://mygene2.org/MyGene2/variantsbygene?gene=POLR1A,1,,,
1131,POLR1B,https://mygene2.org/MyGene2/variantsbygene?gene=POLR1B,1,,,
1132,POLR3D,https://mygene2.org/MyGene2/variantsbygene?gene=POLR3D,1,,,
1133,POLR3E,https://mygene2.org/MyGene2/variantsbygene?gene=POLR3E,1,,,
1134,POMC,https://mygene2.org/MyGene2/variantsbygene?gene=POMC,1,,,
1135,POU4F3,https://mygene2.org/MyGene2/variantsbygene?gene=POU4F3,1,,,
1136,PPFIA3,https://mygene2.org/MyGene2/variantsbygene?gene=PPFIA3,1,,,
1137,PPM1D,https://mygene2.org/MyGene2/variantsbygene?gene=PPM1D,1,,,
1138,PPP1CA,https://mygene2.org/MyGene2/variantsbygene?gene=PPP1CA,1,,,
1139,PPP1R26,https://mygene2.org/MyGene2/variantsbygene?gene=PPP1R26,1,,,
1140,PPP1R7,https://mygene2.org/MyGene2/variantsbygene?gene=PPP1R7,1,,,
1141,PPP2R5D,https://mygene2.org/MyGene2/variantsbygene?gene=PPP2R5D,1,,,
1142,PRDM1,https://mygene2.org/MyGene2/variantsbygene?gene=PRDM1,1,,,
